listing_name,city,locality,property_type,bhk,carpet_area_sqft,price_inr,price_per_sqft_calc,baths,has_balcony
"Choolaimedu, Chennai",Chennai,Choolaimedu,Independent House,7.0,2800,15000000.0,5357.142857142857,4,1
"Royal Villa Metro Owners near VGN Krona,Sakthi Avenue, Gerugambakkam,Chennai",Chennai,Gerugambakkam,Villa,4.0,1550,10000000.0,6451.612903225807,3,0
Home Finders Estate,Chennai,Ramapuram,Apartment,2.0,1200,5500000.0,4583.333333333333,3,1
"Perumalpattu, Chennai",Chennai,Perumalpattu,Independent House,2.0,700,2800000.0,4000.0,2,1
"Metro Star City ,Manikandan Nagar, Thiruneermalai,Chennai",Chennai,Thiruneermalai,Apartment,3.0,1150,5700000.0,4956.521739130435,3,1
"Vigneshwara Nagar, Tharapakkam,Chennai",Chennai,Tharapakkam,Apartment,2.0,750,3400000.0,4533.333333333333,2,1
GKR Subratheebam Enclave by GKR Builders,Chennai,Chromepet,Apartment,1.0,570,3200000.0,5614.035087719299,2,0
Kaaviya Garden Dream Homes,Chennai,Chelliamma Nagar,Apartment,2.0,770,4425000.0,5746.7532467532465,2,1
Prince Village,Chennai,Tondiarpet,Apartment,2.0,940,7300000.0,7765.95744680851,3,1
Vijay Shanthi Lotus Pond,Chennai,Kalavakkam,Apartment,2.0,827,3700000.0,4474.002418379686,3,0
Pbel City,Chennai,Ramalingapuram,Apartment,2.0,1294,5850000.0,4520.865533230293,3,0
"BARACA ,Venkatasamy Nagar, Shenoy Nagar,Chennai",Chennai,Shenoy Nagar,Apartment,2.0,1110,13300000.0,11981.981981981982,3,1
"Singaperumal Koil, Chennai",Chennai,Singaperumal Koil,Villa,3.0,1350,6800000.0,5037.037037037037,3,0
"Veppampattu, Chennai",Chennai,Veppampattu,Independent House,7.0,1000,7500000.0,7500.0,3,0
Radiance Shine,Chennai,Kalipathur,Apartment,1.0,458,2700000.0,5895.196506550218,2,0
Sathiya Homes,Chennai,Padi,Apartment,2.0,950,6000000.0,6315.789473684211,3,0
RC-ENCLAVE,Chennai,Ponniammanmedu,Apartment,1.0,595,2800000.0,4705.882352941177,2,0
"Karayanchavadi ,Karayanchavadi, Chennai",Chennai,Karayanchavadi,Apartment,2.0,704,3800000.0,5397.727272727273,2,1
"Kumananchavadi ,Karayanchavadi, Chennai",Chennai,Karayanchavadi,Apartment,2.0,710,3800000.0,5352.112676056338,2,1
"Muttukadu, Chennai",Chennai,Muttukadu,Villa,5.0,5500,39900000.0,7254.545454545455,5,1
"Abdul kalam nagar bharathiyar street cowl bazar,Meenambakkam, Chennai",Chennai,Meenambakkam,Apartment,1.0,590,2500000.0,4237.28813559322,2,1
Marg Pushpadruma,Chennai,Thiruporur,Apartment,2.0,908,2300000.0,2533.0396475770926,3,0
"Sakal Apartment ,Saraswathi Nagar, Neelankarai,Chennai",Chennai,Neelankarai,Apartment,3.0,1400,10000000.0,7142.857142857143,3,1
"Saraswathi Nagar, Neelankarai,Chennai",Chennai,Neelankarai,Apartment,3.0,1400,10000000.0,7142.857142857143,3,0
"Sriram Nagar, Ramapuram,Chennai",Chennai,Ramapuram,Apartment,1.0,535,4200000.0,7850.467289719626,2,0
Rams Mahalingapuram Apartment,Chennai,Nungambakkam,Apartment,2.0,1100,14500000.0,13181.818181818182,3,0
"mahalakshmi,Mylapore, Chennai",Chennai,Mylapore,Apartment,1.0,620,5600000.0,9032.258064516129,2,1
Arun Excello Temple Green Integrated Residential Township by Arun Excello Homes Pvt Ltd,Chennai,Oragadam Ambattur,Apartment,3.0,1150,4200000.0,3652.1739130434785,3,1
"Avadi, Chennai",Chennai,Avadi,Independent House,4.0,2500,9000000.0,3600.0,4,1
"Jayalalitha Nagar, Mogappair,Chennai",Chennai,Mogappair,Independent House,4.0,1800,12500000.0,6944.444444444444,3,1
"D-Sector, Anna Nagar West Extension,Chennai",Chennai,Anna Nagar West Extension,Apartment,2.0,1200,15000000.0,12500.0,3,1
Abhinav Kailash,Chennai,Saidapet,Apartment,2.0,1100,7500000.0,6818.181818181818,3,1
"KRISHNA HOMES,Yeswanth Nagar, Madambakkam,Chennai",Chennai,Madambakkam,Apartment,1.0,625,2700000.0,4320.0,2,1
"Stepsstone ,Varadharajapuram, Chennai",Chennai,Varadharajapuram,Apartment,2.0,840,4000000.0,4761.9047619047615,3,1
"Sri Varaha Apartment,Thirunagar, Jafferkhanpet,Chennai",Chennai,Jafferkhanpet,Apartment,2.0,865,6200000.0,7167.630057803468,3,0
"Sri Kapaleeswarar Nagar, Neelankarai,Chennai",Chennai,Neelankarai,Apartment,3.0,1400,10000000.0,7142.857142857143,3,0
 TNHB Hig Flat,Chennai,Maduravoyal,Apartment,1.0,542,3500000.0,6457.564575645756,2,0
"Mookambigai Nagar, Kovur,Chennai",Chennai,Kovur,Villa,2.0,1000,7800000.0,7800.0,3,1
"Thirumullaivoyal, Chennai",Chennai,Thirumullaivoyal,Independent House,3.0,1100,6000000.0,5454.545454545455,3,1
"Shakthi Nagar, Kodambakkam,Chennai",Chennai,Kodambakkam,Independent House,7.0,7000,80000000.0,11428.57142857143,4,1
"Rangarajapuram, Kodambakkam,Chennai",Chennai,Kodambakkam,Independent House,10.0,3750,59000000.0,15733.333333333334,6,1
Sare Dewy Terraces,Chennai,Thiruporur,Apartment,1.0,550,1500000.0,2727.2727272727275,2,1
"Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Apartment,2.0,1100,3500000.0,3181.818181818182,3,1
"Paranur, Chennai",Chennai,Paranur,Independent House,5.0,610,3200000.0,5245.901639344263,2,1
Shriram Shankari,Chennai,Vandalur R.F.,Apartment,3.0,1190,5700000.0,4789.915966386555,3,0
"Anna Nagar, Chitlapakkam,Chennai",Chennai,Chitlapakkam,Apartment,1.0,638,3000000.0,4702.194357366771,2,0
Casagrand Aristo,Chennai,Pazhavanthangal,Apartment,2.0,588,5900000.0,10034.013605442176,2,1
" Sri Golden Avenue,Ma. Po. Si. Nagar, Thiruvallur,Chennai",Chennai,Thiruvallur,Independent House,1.0,600,1800000.0,3000.0,2,1
"Suriyammapet, Saidapet,Chennai",Chennai,Saidapet,Independent House,6.0,2500,46000000.0,18400.0,4,1
S and P Living Spaces,Chennai,Kil Ayanambakkam,Apartment,1.0,579,3025000.0,5224.525043177893,2,1
"Baraca Apartments ,Aminjikarai, Chennai",Chennai,Aminjikarai,Apartment,2.0,1110,14400000.0,12972.972972972973,3,0
"Balaji Nagar, Royapettah,Chennai",Chennai,Royapettah,Independent House,3.0,2100,25000000.0,11904.761904761905,4,1
"Palavakkam, Chennai",Chennai,Palavakkam,Villa,6.0,3600,60000000.0,16666.666666666668,2,1
"Owners Court Egmore,Mukta Gardens, Chetpet,Chennai",Chennai,Chetpet,Apartment,2.0,1500,14000000.0,9333.333333333334,3,0
Venkatesh Sterling Nisarga Apartment by Shree Venkatesh Realty,Chennai,Alandur,Apartment,2.0,870,5000000.0,5747.126436781609,3,1
"Surya Apartments ,Jagannathapuram, Chetpet,Chennai",Chennai,Chetpet,Apartment,2.0,750,6500000.0,8666.666666666666,2,0
Arun Villa Juhu Beach,Chennai,Uthandi,Apartment,2.0,1748,10000000.0,5720.823798627002,3,1
"Topline construction ,Kamakshi Nagar, Anakaputhur,Chennai",Chennai,Anakaputhur,Apartment,1.0,485,2000000.0,4123.711340206186,2,0
"Thirunagar, Jafferkhanpet,Chennai",Chennai,Jafferkhanpet,Independent House,2.0,1000,11500000.0,11500.0,3,1
"Thirunagar, Jafferkhanpet,Chennai",Chennai,Jafferkhanpet,Independent House,2.0,1200,11500000.0,9583.333333333334,3,0
Arihant Garuda,Chennai,Ayanavaram,Apartment,4.0,1650,16000000.0,9696.969696969696,3,1
"Vepery, Periyamet,Chennai",Chennai,Periyamet,Independent House,8.0,6462,160000000.0,24760.136180748996,1,1
Jamals Luxor,Chennai,Jeevan Prakash Nagar,Apartment,2.0,950,6000000.0,6315.789473684211,3,0
"Sobha Mitr,Pudupakkam, Chennai",Chennai,Pudupakkam,Apartment,1.0,542,2700000.0,4981.549815498155,2,1
Radiance Empire,Chennai,Vyasarpadi,Apartment,2.0,1008,8600000.0,8531.746031746032,3,1
"SAI KAVINS,Srinivasapuram, Iyyappanthangal,Chennai",Chennai,Iyyappanthangal,Apartment,1.0,300,1900000.0,6333.333333333333,1,0
Executive Sevvapet Phase VI,Chennai,Perumalpattu,Independent House,2.0,810,3000000.0,3703.703703703704,3,0
"VASUVI APARTMENT,Lakshmi Nagar, Moulivakkam,Chennai",Chennai,Moulivakkam,Apartment,1.0,500,2300000.0,4600.0,2,1
TK Jasmine Grove,Chennai,Mahindra World City,Villa,3.0,1560,9000000.0,5769.2307692307695,3,0
"Vijayalakshmi street,Mahalingapuram, Nungambakkam,Chennai",Chennai,Nungambakkam,Apartment,1.0,510,5800000.0,11372.549019607843,2,0
"Swiss,Vepery, Periyamet,Chennai",Chennai,Periyamet,Apartment,2.0,1053,8400000.0,7977.207977207977,3,0
"Annamalai Colony, Saligramam,Chennai",Chennai,Saligramam,Independent House,5.0,4500,27000000.0,6000.0,5,1
Jain Amrit Kalash,Chennai,Jamalia,Apartment,2.0,930,6000000.0,6451.612903225807,3,1
"Jeevan Mitra ,Duraisamy Nagar, Chitlapakkam,Chennai",Chennai,Chitlapakkam,Apartment,1.0,512,2200000.0,4296.875,2,0
"Dharan Singh Colony, Vadapalani,Chennai",Chennai,Vadapalani,Independent House,5.0,4500,80000000.0,17777.777777777777,5,1
"Coimbed market,MMDA Colony, Balavinayagar Nagar,Chennai",Chennai,Balavinayagar Nagar,Apartment,2.0,850,6800000.0,8000.0,3,0
Heritage,Chennai,Royappa Nagar,Apartment,2.0,899,3500000.0,3893.21468298109,3,0
"Jamaliya Nagar, Perambur,Chennai",Chennai,Perambur,Independent House,2.0,850,8200000.0,9647.058823529413,3,1
"Kovalam, Chennai",Chennai,Kovalam,Independent House,2.0,1500,3000000.0,2000.0,3,0
"Tiruvancheri, Selaiyur,Chennai",Chennai,Selaiyur,Independent House,2.0,900,8500000.0,9444.444444444445,3,0
"Melakottaiyur, Chennai",Chennai,Melakottaiyur,Apartment,2.0,650,2500000.0,3846.153846153846,2,0
TNHB LIG Flats,Chennai,Sholinganallur,Apartment,1.0,467,1900000.0,4068.522483940043,2,0
"Palavakkam, Chennai",Chennai,Palavakkam,Independent House,3.0,2000,1200000.0,600.0,1,1
S Gopinath Reva,Chennai,Poonamallee,Apartment,1.0,485,2800000.0,5773.19587628866,2,1
Hallmark Sapphire,Chennai,Mahindra World City,Apartment,1.0,636,3700000.0,5817.610062893082,2,0
Lakshmi Apartments,Chennai,Adyar,Apartment,2.0,840,6000000.0,7142.857142857143,3,1
"Adayalampet, Maduravoyal,Chennai",Chennai,Maduravoyal,Independent House,3.0,1600,10000000.0,6250.0,3,0
"Urapakkam, Chennai",Chennai,Urapakkam,Independent House,3.0,1800,7500000.0,4166.666666666667,3,1
"Yeswanth Nagar, Madambakkam,Chennai",Chennai,Madambakkam,Independent House,3.0,1800,14500000.0,8055.555555555556,3,1
"Sampoorna villas,Keerapakkam, Chennai",Chennai,Keerapakkam,Independent House,3.0,1290,6000000.0,4651.162790697675,3,1
"Alandur, Chennai",Chennai,Alandur,Independent House,4.0,2200,13000000.0,5909.090909090909,4,1
"Palaniappa Nagar, Valasaravakkam,Chennai",Chennai,Valasaravakkam,Independent House,2.0,500,980000.0000000001,1960.0000000000002,2,1
"Golden Castle ,Kundrathur, Chennai",Chennai,Kundrathur,Apartment,2.0,700,2300000.0,3285.714285714286,2,1
Shanthi Colony,Chennai,Saligramam,Apartment,3.0,1080,7500000.0,6944.444444444444,3,0
"Kattankulathur, Chennai",Chennai,Kattankulathur,Independent House,3.0,2798,13000000.0,4646.175839885633,4,1
"Thiruvallur, Chennai",Chennai,Thiruvallur,Independent House,3.0,1500,14000000.0,9333.333333333334,3,0
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",Chennai,Thiruvallur,Independent House,3.0,1500,14000000.0,9333.333333333334,3,1
"Avadi, Chennai",Chennai,Avadi,Villa,2.0,640,6000000.0,9375.0,2,0
"Poonjeri Apartment,Salavankuppam, Chennai",Chennai,Salavankuppam,Apartment,2.0,540,1800000.0,3333.3333333333335,2,1
"Sathiyamoorthy Nagar, Tiruvottiyur,Chennai",Chennai,Tiruvottiyur,Independent House,2.0,1300,17500000.0,13461.538461538461,3,1
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,3.0,1850,7000000.0,3783.7837837837837,3,1
Dev Prayag,Chennai,Padi,Apartment,1.0,444,4000000.0,9009.009009009009,2,1
"maraimalainagar,Vadamelpakkam, Chennai",Chennai,Vadamelpakkam,Villa,2.0,700,2780000.0,3971.4285714285716,2,1
"Chepauk, Triplicane,Chennai",Chennai,Triplicane,Independent House,3.0,600,12000000.0,20000.0,2,1
"Chepauk, Triplicane,Chennai",Chennai,Triplicane,Apartment,1.0,600,4890000.0,8150.0,2,1
Arun Excello Compact Homes Triveni,Chennai,Mahabalipuram,Apartment,2.0,590,2550000.0,4322.033898305085,2,1
Avigna Celeste,Chennai,Mahindra World City,Independent House,3.0,1900,9500000.0,5000.0,3,1
"Ayapakkam, Chennai",Chennai,Ayapakkam,Independent House,3.0,1290,4700000.0,3643.4108527131784,3,1
"Sholinganallur, Chennai",Chennai,Sholinganallur,Apartment,1.0,400,2000000.0,5000.0,2,1
"Kovalam, Chennai",Chennai,Kovalam,Independent House,2.0,1100,10500000.0,9545.454545454546,3,0
"Santhosapuram, Medavakkam,Chennai",Chennai,Medavakkam,Villa,3.0,1745,14000000.0,8022.9226361031515,3,1
"Vengathur, Chennai",Chennai,Vengathur,Independent House,2.0,1800,5700000.0,3166.6666666666665,3,1
"Thirumazhisai, Chennai",Chennai,Thirumazhisai,Independent House,2.0,600,2900000.0,4833.333333333333,2,0
Arun Excello Triveni,Chennai,Mahabalipuram,Apartment,1.0,460,1700000.0,3695.6521739130435,2,1
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,4.0,1700,7000000.0,4117.64705882353,3,1
"Dharma Nagar, Ayappakkam,Chennai",Chennai,Ayappakkam,Villa,1.0,400,3500000.0,8750.0,2,0
"Ma. Po. Si. Nagar, Thiruvallur,Chennai",Chennai,Thiruvallur,Independent House,2.0,3576,14000000.0,3914.9888143176736,2,1
"Udhayam Nagar, Velachery,Chennai",Chennai,Velachery,Independent House,3.0,1620,15000000.0,9259.25925925926,3,1
"Saradapuram, Mylapore,Chennai",Chennai,Mylapore,Independent House,2.0,1450,6800000.0,4689.6551724137935,3,1
"Kadalur, Chennai",Chennai,Kadalur,Independent House,1.0,800,3500000.0,4375.0,2,1
Rachana Royal Town,Chennai,Chettipunyam,Apartment,2.0,1140,3900000.0,3421.0526315789475,3,1
"sree krishna,Nagarjuna Nagar, Kodambakkam,Chennai",Chennai,Kodambakkam,Apartment,4.0,1280,19000000.0,14843.75,3,1
"Anika Dream Home,Kayarambedu, Chennai",Chennai,Kayarambedu,Apartment,2.0,766,2000000.0,2610.9660574412533,2,1
"Subham Nagar,Perumal Nagar Extension, Old Pallavaram,Chennai",Chennai,Old Pallavaram,Independent House,4.0,1500,15000000.0,10000.0,3,1
"Priya nagar,Urapakkam, Chennai",Chennai,Urapakkam,Independent House,4.0,1700,12300000.0,7235.294117647059,3,1
"Puliyur Housing Board Scheme,Viswanatha Puram, Kodambakkam,Chennai",Chennai,Kodambakkam,Apartment,1.0,800,2000000.0,2500.0,5,1
"Harmony Villas,Iyyappanthangal, Chennai",Chennai,Iyyappanthangal,Villa,2.0,1540,10500000.0,6818.181818181818,3,1
"BADMA bloosam avenue,Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,2.0,840,5200000.0,6190.476190476191,3,1
"Kanchipuram, Chennai",Chennai,Kanchipuram,Independent House,4.0,5000,30000000.0,6000.0,5,1
"Kodungaiyur West, Chennai",Chennai,Kodungaiyur West,Independent House,2.0,900,6500000.0,7222.222222222223,3,0
"Red Hills, Chennai",Chennai,Red Hills,Independent House,2.0,1200,3700000.0,3083.3333333333335,3,1
"BR Illam,Kondithope, George Town,Chennai",Chennai,George Town,Apartment,2.0,900,6000000.0,6666.666666666667,3,1
"Avadi, Chennai",Chennai,Avadi,Independent House,4.0,1200,12000000.0,10000.0,3,0
Nataraja Nilayam,Chennai,T Nagar,Apartment,3.0,1550,10000000.0,6451.612903225807,3,1
"Chengalpattu, Chennai",Chennai,Chengalpattu,Independent House,2.0,600,3060000.0,5100.0,2,0
"Kanappasamy Nagar, Puzhal,Chennai",Chennai,Puzhal,Independent House,2.0,1800,9500000.0,5277.777777777777,3,1
"dn homes,Thirumullaivoyal, Chennai",Chennai,Thirumullaivoyal,Apartment,2.0,670,3200000.0,4776.119402985075,2,0
"Sembiyan, Perambur,Chennai",Chennai,Perambur,Independent House,2.0,1200,11500000.0,9583.333333333334,3,1
"MGR Nagar, Mangadu,Chennai",Chennai,Mangadu,Independent House,1.0,716,2600000.0,3631.2849162011175,2,0
Dhanalakshmi Nagar by Selva Janaki,Chennai,Medavakkam,Apartment,1.0,550,5500000.0,10000.0,2,1
"Sadasivam Nagar, Madipakkam,Chennai",Chennai,Madipakkam,Independent House,7.0,4500,25000000.0,5555.555555555556,5,1
"Maraimalai nagar,Singaperumal Koil, Chennai",Chennai,Singaperumal Koil,Independent House,2.0,1000,4000000.0,4000.0,3,0
"Sakthi Nivas flats,Dharan Singh Colony, Vadapalani,Chennai",Chennai,Vadapalani,Apartment,2.0,620,4500000.0,7258.064516129032,2,1
"Kattangulathur,SRM Nagar, Kattankulathur,Chennai",Chennai,Kattankulathur,Villa,3.0,2772,13000000.0,4689.75468975469,4,1
"Sri Ranga Flats Garden City,Varadharajapuram, Chennai",Chennai,Varadharajapuram,Apartment,2.0,1007,3500000.0,3475.6703078450846,3,0
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,3.0,1550,5800000.0,3741.935483870968,3,1
"Palaniappa Nagar, Valasaravakkam,Chennai",Chennai,Valasaravakkam,Independent House,1.0,1000,10000000.0,10000.0,3,0
"Vinayagapuram ,Mahalakshmi Nagar, Puzhal,Chennai",Chennai,Puzhal,Independent House,3.0,1200,9200000.0,7666.666666666667,3,0
Primex Verterra by Primex infrastructure,Chennai,Kolapakkam - Vandalur,Apartment,1.0,580,3800000.0,6551.724137931034,2,0
"Krishna Nagar, Sriperumbudur,Chennai",Chennai,Sriperumbudur,Independent House,5.0,800,4800000.0,6000.0,1,1
"Parthasarathy Puram, T Nagar,Chennai",Chennai,T Nagar,Independent House,3.0,2200,30000000.0,13636.363636363636,4,1
"Bharat Bhawan,Narayana Krishnaraja Puram, Triplicane,Chennai",Chennai,Triplicane,Apartment,3.0,600,8000000.0,13333.333333333334,2,0
"Saraswathi Nagar, Neelankarai,Chennai",Chennai,Neelankarai,Independent House,4.0,2200,47500000.0,21590.909090909092,4,1
"Avadi, Chennai",Chennai,Avadi,Independent House,2.0,750,4000000.0,5333.333333333333,2,0
Alta vida,Chennai,Thaiyur,Apartment,2.0,1009,4400000.0,4360.753221010902,3,0
"Sumugam colony ,VOC Nagar, Pammal,Chennai",Chennai,Pammal,Independent House,4.0,1456,13000000.0,8928.57142857143,3,1
ASK Elite Grand City,Chennai,Ammapettai,Independent House,3.0,1300,3600000.0,2769.230769230769,3,0
"Dunlop Nagar, Veppampattu,Chennai",Chennai,Veppampattu,Independent House,2.0,1200,4500000.0,3750.0,3,1
 Sembakkam,Chennai,Sembakkam,Apartment,1.0,550,2200000.0,4000.0,2,0
Aishwarya flats,Chennai,Anna Nagar West,Apartment,4.0,1000,8500000.0,8500.0,3,1
"Vijaya Gardens, Valasaravakkam,Chennai",Chennai,Valasaravakkam,Independent House,1.0,1800,11500000.0,6388.888888888889,3,1
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,1.0,875,3800000.0,4342.857142857143,3,0
"Madambakkam, Chennai",Chennai,Madambakkam,Independent House,2.0,1200,11700000.0,9750.0,3,0
SSL Green Park Apartments,Chennai,Madhanandapuram,Apartment,1.0,444,1700000.0,3828.828828828829,2,1
"CASTLE 222 APARTMENT,Venkataraman Nagar, Korattur,Chennai",Chennai,Korattur,Apartment,2.0,656,3900000.0,5945.121951219512,2,0
Rainbow Apartments,Chennai,Korattur,Apartment,2.0,585,2500000.0,4273.504273504273,2,1
"Building Chengalpet,Anna Nagar, Chengalpattu,Chennai",Chennai,Chengalpattu,Apartment,1.0,455,2000000.0,4395.604395604396,2,1
"VILLIYAMBAKKAM ,Palur, Chennai",Chennai,Palur,Villa,3.0,4800,9600000.0,2000.0,5,1
"Mahalakshmi Nagar, Puzhal,Chennai",Chennai,Puzhal,Independent House,9.0,3000,13000000.0,4333.333333333333,6,1
"Anna Nagar, Chengalpattu,Chennai",Chennai,Chengalpattu,Independent House,2.0,600,3300000.0,5500.0,2,1
"Maraimalai Nagar, Chennai",Chennai,Maraimalai Nagar,Villa,2.0,800,3700000.0,4625.0,1,0
"Akshayam enclave,Kallikuppam, Ambattur,Chennai",Chennai,Ambattur,Apartment,2.0,710,3400000.0,4788.732394366197,2,0
"Vadamelpakkam, Chennai",Chennai,Vadamelpakkam,Villa,2.0,800,3140000.0,3925.0,4,1
"Vadamelpakkam, Chennai",Chennai,Vadamelpakkam,Villa,1.0,600,2420000.0,4033.3333333333335,2,1
Macro Wood Creek County Phase II and III,Chennai,Nandambakkam,Independent House,3.0,1501,17500000.0,11658.894070619586,3,0
"Perumal Nagar Extension, Old Pallavaram,Chennai",Chennai,Old Pallavaram,Villa,3.0,3090,18500000.0,5987.05501618123,6,1
"Chepauk, Triplicane,Chennai",Chennai,Triplicane,Independent House,2.0,600,12000000.0,20000.0,2,1
"Ponmar, Chennai",Chennai,Ponmar,Villa,2.0,891,5500000.0,6172.83950617284,3,0
"JV Enterprises,Egmore, Chennai",Chennai,Egmore,Apartment,2.0,1800,31000000.0,17222.222222222223,3,1
"Sankarapuram, Sithalapakkam,Chennai",Chennai,Sithalapakkam,Independent House,8.0,4400,23000000.0,5227.272727272727,5,1
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,2.0,1020,5900000.0,5784.313725490196,3,0
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,5.0,2000,8500000.0,4250.0,3,1
"Anna Enclave, Injambakkam,Chennai",Chennai,Injambakkam,Independent House,3.0,1750,12500000.0,7142.857142857143,3,1
"Pudumanaikuppam, Old Washermanpet,Chennai",Chennai,Old Washermanpet,Independent House,1.0,435,21800000.0,50114.942528735635,2,1
"SBIOA Ue,Mambakkam, Chennai",Chennai,Mambakkam,Apartment,2.0,1350,6200000.0,4592.592592592592,3,0
Techcons Blue Alpha,Chennai,West Tambaram,Apartment,1.0,580,2686000.0,4631.0344827586205,2,0
VGN Dynasty,Chennai,Avadi,Apartment,2.0,661,2650000.0,4009.0771558245083,2,1
Abirami,Chennai,Adyar,Apartment,1.0,636,6500000.0,10220.125786163522,2,1
CasaGrand The Address,Chennai,Karapakkam,Apartment,4.0,2336,19000000.0,8133.561643835616,4,1
Mahindra Happinest Block B,Chennai,Avadi,Apartment,2.0,667,3200000.0,4797.6011994003,2,1
Mahindra Happinest,Chennai,Avadi,Apartment,2.0,667,3200000.0,4797.6011994003,2,0
Vetrivel Avenue,Chennai,Ponmar,Villa,2.0,850,5500000.0,6470.588235294118,3,0
"Urapakkam, Chennai",Chennai,Urapakkam,Independent House,2.0,1250,6200000.0,4960.0,3,1
"Kosappur, Chennai",Chennai,Kosappur,Independent House,1.0,800,7000000.0,8750.0,4,0
Kishore Srinivas Castle,Chennai,Chromepet,Apartment,1.0,484,2178000.0,4500.0,2,1
"Water Front,Kovalam, Chennai",Chennai,Kovalam,Independent House,3.0,2290,10300000.0,4497.816593886463,4,1
"VOC Nagar, Pammal,Chennai",Chennai,Pammal,Independent House,4.0,1450,13000000.0,8965.51724137931,3,0
"Chinna Chembarambakkam, Ayanavaram,Chennai",Chennai,Ayanavaram,Independent House,7.0,5000,30000000.0,6000.0,5,1
"Padappai, Chennai",Chennai,Padappai,Villa,2.0,900,3800000.0,4222.222222222223,3,1
"Chinna Chembarambakkam, Ayanavaram,Chennai",Chennai,Ayanavaram,Independent House,6.0,690,6000000.0,8695.652173913044,2,0
"Citadel ,Patel Nagar, West Tambaram,Chennai",Chennai,West Tambaram,Apartment,2.0,905,7900000.0,8729.281767955801,3,0
"GK AVENUE,Maraimalai Nagar, Chennai",Chennai,Maraimalai Nagar,Independent House,2.0,850,3800000.0,4470.588235294118,3,0
"Avadi, Chennai",Chennai,Avadi,Villa,3.0,1523,8600000.0,5646.749835850295,3,0
"Minjur, Chennai",Chennai,Minjur,Villa,4.0,1265,7500000.0,5928.853754940711,3,1
"brand,Periyar Nagar, Chromepet,Chennai",Chennai,Chromepet,Apartment,1.0,486,1980000.0,4074.074074074074,2,1
"Puzhal, Chennai",Chennai,Puzhal,Independent House,4.0,2100,12500000.0,5952.380952380952,4,1
"Rajaji Nagar Extention, Madipakkam,Chennai",Chennai,Madipakkam,Apartment,1.0,600,3000000.0,5000.0,2,1
"Vayalur, Chennai",Chennai,Vayalur,Villa,2.0,1000,2500000.0,2500.0,3,1
"Ranganathapuram, Medavakkam,Chennai",Chennai,Medavakkam,Independent House,3.0,1500,12000000.0,8000.0,3,1
